battery_id,cycle_index,discharge_index,ambient_temperature,elapsed_time_sec,capacity_ahr,soh,health_status,voltage_mean,voltage_min,voltage_max,voltage_std,current_mean,current_min,current_max,current_std,temperature_mean,temperature_min,temperature_max,temperature_std
B0005,2,1,24.0,3690.234,1.8564874208181574,0.9282437104090787,Healthy,3.5298286688693397,2.612467347907089,4.191491807505295,0.2359570706808563,-1.8187019641679727,-2.0180146876333027,0.000728585272845447,0.593546181674474,32.572328114029,24.325993424022467,38.98218133148803,3.4869204762216834
B0005,4,2,24.0,3672.344,1.846327249719927,0.9231636248599635,Healthy,3.5373201277859714,2.587208728940726,4.189773213846608,0.23476492928592219,-1.8175598506612867,-2.016820542901454,0.002927403359080335,0.5951796218062511,32.72523522519307,24.685948163596,39.033397966787035,3.4267342264664666
B0005,6,3,24.0,3651.641,1.8353491942234077,0.9176745971117038,Healthy,3.5437367282719,2.6519168938437794,4.188186735991303,0.22752543549673088,-1.8164865418840956,-2.016573862170142,0.0014836763652280672,0.5964980204475099,32.64286193755933,24.734266163954402,38.818796689817404,3.379475042762775
B0005,8,4,24.0,3631.563,1.8352625275821128,0.9176312637910564,Healthy,3.5436661072601456,2.592947964776547,4.188461118855572,0.23274431724182537,-1.8255891938692528,-2.0159359571668354,0.001547011952723541,0.5834624841611844,32.51487646204882,24.652243741292516,38.7623045063458,3.3865437316993527
B0005,10,5,24.0,3629.172,1.8346455082120419,0.9173227541060209,Healthy,3.5423432526672167,2.547419651124539,4.188298524761055,0.2366885716567803,-1.8261139590277586,-2.017425579158831,0.001701454824503414,0.5834685498827803,32.38234901543077,24.518700434435164,38.66539257343368,3.3958806914600226
B0005,12,6,24.0,3652.281,1.8356616600675495,0.9178308300337747,Healthy,3.5413347346347575,2.5209480504077413,4.188815807948604,0.23931625998293235,-1.8168108743168803,-2.0162347618032066,0.0024899497555445145,0.5967015706365189,32.43418218230641,24.51442664842638,38.75169504640032,3.4173255675455376
B0005,14,7,24.0,3650.828,1.8351461429226603,0.9175730714613302,Healthy,3.5410250495075215,2.487927319492314,4.18839163793879,0.2425153341196382,-1.816791144707133,-2.01583310669507,0.002314295882739856,0.5964919190059063,32.480416444757985,24.575581239008407,38.8207012322275,3.419542558294876
B0005,16,8,24.0,3572.453,1.8257567905665537,0.9128783952832769,Healthy,3.554133296801584,2.6652049047458775,4.188927891511958,0.22731251096165395,-1.8443412120754061,-2.0166395518034546,0.002227616056915605,0.5573831672048897,32.41046186109587,24.71132429046902,38.51713023385634,3.3516161723228617
B0005,18,9,24.0,3550.594,1.8247738529891333,0.9123869264945667,Healthy,3.5529355991467955,2.6038584726333673,4.189029250882121,0.2324538495076242,-1.853972745505648,-2.018357230695621,0.005401028321021492,0.5424840616663397,32.3461408313,24.628487294051176,38.526267904657,3.3724043396197616
B0005,20,10,24.0,3551.25,1.824613268496936,0.912306634248468,Healthy,3.5512057319376997,2.552853984885676,4.189223427076418,0.23672870147542147,-1.8535899338510957,-2.0160718378149842,0.0030191479674457028,0.5423346882876612,32.27679750791685,24.561560340089137,38.52698128472781,3.384318782535614
B0005,22,11,24.0,3530.25,1.8246195526864504,0.9123097763432252,Healthy,3.549292319740949,2.4724483018527317,4.188916055911241,0.2430973444996006,-1.863380178294828,-2.0160713863396573,0.002626400189938571,0.5267409991401001,32.15709350345252,24.43128509546442,38.54143406601644,3.4192563180601603
B0005,25,12,24.0,3491.016,1.8142019357673917,0.9071009678836959,Healthy,3.559759220648976,2.64956413267546,4.189876247266316,0.22886185175957943,-1.872968810287894,-2.016851865845563,0.00236452370176732,0.5116979707844124,32.36407129853099,24.74037188089418,38.52197451768004,3.3635991447660745
B0005,27,13,24.0,3470.281,1.8137521577549054,0.9068760788774527,Healthy,3.558081969139198,2.5724981777366227,4.189286794768804,0.23460775776275253,-1.8826095043160833,-2.016393908986775,0.0018583785527610795,0.4942824152307196,32.3181954403762,24.733107699311514,38.582485834057856,3.3739283176724415
B0005,29,14,24.0,3470.0,1.8134404914735822,0.9067202457367911,Healthy,3.555692244172496,2.5249886697730286,4.188837765892728,0.237911318298918,-1.882536787636365,-2.0158117255163046,0.0022664654273509715,0.49428703573729343,32.15709029211502,24.44798340505406,38.520294134873915,3.426023279669047
B0005,31,15,24.0,3450.297,1.8025980036306504,0.9012990018153252,Healthy,3.562746818017503,2.694621861688723,4.189110301768517,0.22392608690207388,-1.8817935155260215,-2.0193509920362724,0.001319946437255823,0.49541451927035984,32.04407000314609,24.463097121123557,38.21358592965045,3.360458061989185
B0005,33,16,24.0,3429.407,1.80210690024615,0.901053450123075,Healthy,3.5614521756489204,2.64010141737067,4.18921207304098,0.22796979172772144,-1.8921861285036712,-2.0164420273602586,0.0030782527761262007,0.4770160473926998,31.931593674911532,24.32051139249706,38.1983618706913,3.385244667118977
B0005,35,17,24.0,3409.484,1.802579500826209,0.9012897504131046,Healthy,3.5603420474985823,2.5739035098380962,4.188899969428112,0.23297600498562532,-1.9027629207037406,-2.016465255161054,0.0009018486465400538,0.4571130109358775,31.941655359029298,24.357321702352365,38.31926916027133,3.4008083552683144
B0005,37,18,24.0,3390.422,1.8030683142834096,0.9015341571417048,Healthy,3.5591189041401865,2.4942396831720126,4.188779799856791,0.23873643876806222,-1.9133470605822436,-2.0181069603406625,-0.00044812397487015555,0.4358942318853322,31.965008645476725,24.382419922756025,38.4787542519308,3.414795247499799
B0005,39,19,24.0,3390.281,1.8027776247196041,0.9013888123598021,Healthy,3.557886771846508,2.4556793246645583,4.189272591516219,0.24145031412156678,-1.9131602105481538,-2.0170254305215485,0.002337558709004184,0.43619046586394566,31.966241678512723,24.355030419469987,38.54659017774874,3.433369080629228
B0005,42,20,24.0,3591.734,1.8470259949329193,0.9235129974664597,Healthy,3.5520375235511907,2.632142800798914,4.187614060563439,0.23416563071224794,-1.8553455745575975,-2.01684718332263,0.005955165804640151,0.5400579358950733,32.37143341978575,24.549424447285215,38.44749852224995,3.358265608227543
B0005,46,21,24.0,3552.297,1.847417311283644,0.923708655641822,Healthy,3.5525668436897124,2.5027764692056795,4.1876287811083985,0.2441722414090925,-1.8746995273150975,-2.016190951623346,0.0016182635202416972,0.5078881766945342,32.70024990461686,24.917503693363493,38.992275791716615,3.4144547200965945
B0005,50,22,24.0,3531.578,1.8361774213478947,0.9180887106739474,Healthy,3.556794038327039,2.617507742871704,4.187447226312926,0.23311973567394634,-1.873827212788385,-2.016760348146938,0.002519215784369448,0.5090210348494151,32.32266411829938,24.56596639952811,38.51424197364312,3.395181230789341
B0005,54,23,24.0,3492.907,1.8257807475776242,0.9128903737888121,Healthy,3.5614100044534203,2.694074478000972,4.187344026387161,0.22484633144049296,-1.883193546754683,-2.0160230713598764,0.0037933120349866447,0.49304941109665107,31.98795810666763,24.21658146702539,38.165816144899125,3.404274898198559
B0005,58,24,24.0,3511.594,1.8251136435078368,0.9125568217539184,Healthy,3.5566107947817986,2.6237674644021887,4.187438187636325,0.23067449635182954,-1.873239184822504,-2.01719076462715,0.00343888873867598,0.51045002675325,31.894456524691385,24.054990657817566,38.16526203587147,3.436465900023053
B0005,62,25,24.0,3431.9370000000054,1.8255815042203762,0.9127907521101881,Healthy,3.5586742170266272,2.5010798299873738,4.18774138117799,0.23845858592777874,-1.9139593751505897,-2.0161148625656655,0.0012614422239159216,0.4336815885962881,31.78039681801023,24.024851602995685,38.27549578575718,3.4449494445307676
B0005,66,26,24.0,3431.125,1.8140311275083907,0.9070155637541953,Healthy,3.564103182686905,2.6849988185249796,4.188261122540052,0.22371289710668404,-1.9030532722310995,-2.0168636304742815,0.0031353992245556606,0.45609178373993275,31.688747146342205,23.93622764909489,37.982160799183106,3.4231952488727075
B0005,70,27,24.0,3412.406,1.8147691941158939,0.9073845970579469,Healthy,3.559588063594272,2.547109116468133,4.187338767288234,0.23399060506233524,-1.9134590742247914,-2.024643671910137,0.0011043615738374486,0.434873129767018,31.596747992569153,23.811534187517502,38.11100191887773,3.461139819499428
B0005,74,28,24.0,3410.688,1.813969388710352,0.906984694355176,Healthy,3.556833231052199,2.471314764334132,4.187560306288175,0.23947202414141244,-1.913620909902553,-2.017291134571006,-3.060676830687782e-05,0.43491395027052004,31.565586498787077,23.754765330883426,38.18831137948753,3.480274215150429
B0005,78,29,24.0,3410.718,1.802765665167823,0.9013828325839115,Healthy,3.5624410850948944,2.6613903306108773,4.18805176248713,0.22469381728284948,-1.9025819745719061,-2.01713712589233,0.0037901043107805275,0.45735642874148813,31.59124667045208,23.79410930748377,37.998541119085836,3.455173082508427
B0005,82,30,24.0,3392.719,1.804077040117352,0.902038520058676,Healthy,3.5591407106855666,2.541762355407921,4.187667484260542,0.2337381121665522,-1.9130621638638965,-2.0159460285100574,0.0006901740069088986,0.4362089113558066,31.603485399391182,23.801300986918452,38.194201649765226,3.4825819327963465
B0005,86,31,24.0,3470.672,1.8518025516704486,0.9259012758352243,Healthy,3.5573161327793144,2.628919415830567,4.2010701773378685,0.2244802327371113,-1.920618117118412,-2.0167372379007014,0.0008475435827522827,0.4205282536761078,31.91556385491565,23.78129749955371,38.45796400011448,3.5076959837591097
B0005,90,32,24.0,3414.109,1.8307038456739428,0.9153519228369714,Healthy,3.561870782772737,2.6312552691827045,4.1996223345495824,0.22326557144507364,-1.9298830859597569,-2.0183057226929555,0.0011650883880798665,0.399294272689169,32.081128118597164,24.2036410699716,38.49126351534004,3.3915014198167084
B0005,94,33,24.0,3395.219,1.8199041089501267,0.9099520544750633,Healthy,3.5617586337260088,2.654880745360911,4.199853323702163,0.22104596048351946,-1.9293005284805407,-2.016579511976592,0.0019472390588109682,0.4002852377219257,31.849792632896243,24.00078927251757,38.31473393357882,3.3803301579998144
